#,Card,Card type,Type,G.S.,Level,ATK,DFD,picture,card_wiki_url
542,Misairuzame,Monster,Fish,"Neptune, Sun",5.0,1400.0,1600.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Misairuzame_(FMR)
543,Tongyo,Monster,Fish,"Neptune, Moon",4.0,1350.0,800.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Tongyo_(FMR)
544,Dharma Cannon,Monster,Machine,"Moon, Mercury",2.0,900.0,500.0,https://static.wikia.nocookie.net/yugioh/images/c/c1/DharmaCannon-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20140216215322,https://yugioh.fandom.com/wiki/Dharma_Cannon_(FMR)
545,Skelgon,Monster,Zombie,"Moon, Pluto",6.0,1700.0,1900.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Skelgon_(FMR)
546,Wow Warrior,Monster,Fish,"Neptune, Mars",4.0,1250.0,900.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Wow_Warrior_(FMR)
547,Griggle,Monster,Plant,"Jupiter, Mercury",1.0,350.0,300.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Griggle_(FMR)
548,Bone Mouse,Monster,Zombie,"Moon, Pluto",1.0,400.0,300.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Bone_Mouse_(FMR)
549,Frog The Jam,Monster,Aqua,"Neptune, Jupiter",2.0,700.0,500.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Frog_the_Jam_(FMR)
550,Behegon,Monster,Aqua,"Neptune, Saturn",4.0,1350.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Behegon_(FMR)
551,Dark Elf,Monster,Spellcaster,"Mercury, Jupiter",4.0,2000.0,800.0,https://static.wikia.nocookie.net/yugioh/images/c/cb/DarkElf-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170743,https://yugioh.fandom.com/wiki/Dark_Elf_(FMR)
552,Winged Dragon #2,Monster,Winged Beast,"Saturn, Neptune",4.0,1200.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/9/9e/WingedDragon2-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203808,https://yugioh.fandom.com/wiki/Winged_Dragon_2
553,Mushroom Man #2,Monster,Warrior,"Jupiter, Uranus",3.0,1250.0,800.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Mushroom_Man_2_(FMR)
554,Lava Battleguard,Monster,Warrior,"Mercury, Mars",5.0,1550.0,1800.0,https://static.wikia.nocookie.net/yugioh/images/2/2b/LavaBattleguard-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203543,https://yugioh.fandom.com/wiki/Lava_Battleguard_(FMR)
555,Tyhone #2,Monster,Dragon,"Mars, Uranus",6.0,1700.0,1900.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Tyhone_2_(FMR)
556,The Wandering Doomed,Monster,Zombie,"Moon, Pluto",2.0,800.0,600.0,https://static.wikia.nocookie.net/yugioh/images/2/23/TheWanderingDoomed-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133333,https://yugioh.fandom.com/wiki/The_Wandering_Doomed_(FMR)
557,Steel Ogre Grotto #1,Monster,Machine,"Moon, Mars",5.0,1400.0,1800.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Steel_Ogre_Grotto_1_(FMR)
558,Pot the Trick,Monster,Rock,"Moon, Jupiter",2.0,400.0,400.0,https://static.wikia.nocookie.net/yugioh/images/4/42/PottheTrick-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203717,https://yugioh.fandom.com/wiki/Pot_the_Trick_(FMR)
559,Oscillo Hero,Monster,Warrior,"Venus, Sun",3.0,1250.0,700.0,https://static.wikia.nocookie.net/yugioh/images/1/11/OscilloHero-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203717,https://yugioh.fandom.com/wiki/Oscillo_Hero_(FMR)
560,Invader from Another Dimension,Monster,Fiend,"Venus, Mars",4.0,950.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Invader_from_Another_Dimension_(FMR)
561,Lesser Dragon,Monster,Dragon,"Moon, Saturn",4.0,1200.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/5/52/LesserDragon-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133333,https://yugioh.fandom.com/wiki/Lesser_Dragon_(FMR)
562,Needle Worm,Monster,Insect,"Jupiter, Pluto",2.0,750.0,600.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Needle_Worm_(FMR)
563,Wretched Ghost of the Attic,Monster,Fiend,"Mercury, Uranus",2.0,550.0,400.0,https://static.wikia.nocookie.net/yugioh/images/2/28/WretchedGhostoftheAttic-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170936,https://yugioh.fandom.com/wiki/Wretched_Ghost_of_the_Attic_(FMR)
564,Great Mammoth of Goldfine,Monster,Zombie,"Moon, Pluto",6.0,2200.0,1800.0,https://static.wikia.nocookie.net/yugioh/images/0/0d/GreatMammothofGoldfine-FMR-EN-VG.png/revision/latest?cb=20180622065549,https://yugioh.fandom.com/wiki/Great_Mammoth_of_Goldfine_(FMR)
565,Man-eating Black Shark,Monster,Fish,"Neptune, Sun",5.0,2100.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/b/b1/ManeatingBlackShark-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170926,https://yugioh.fandom.com/wiki/Man-eating_Black_Shark_(FMR)
566,Yormungarde,Monster,Reptile,"Neptune, Moon",3.0,1200.0,900.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Yormungarde_(FMR)
567,Darkworld Thorns,Monster,Plant,"Moon, Jupiter",3.0,1200.0,900.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Darkworld_Thorns_(FMR)
568,Anthrosaurus,Monster,Dinosaur,"Uranus, Moon",3.0,1000.0,850.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Anthrosaurus_(FMR)
569,Drooling Lizard,Monster,Reptile,"Neptune, Venus",3.0,900.0,800.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Drooling_Lizard_(FMR)
570,Trakadon,Monster,Dinosaur,"Uranus, Venus",3.0,1300.0,800.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Trakadon_(FMR)
571,B. Dragon Jungle King,Monster,Dragon,"Jupiter, Neptune",6.0,2100.0,1800.0,https://static.wikia.nocookie.net/yugioh/images/1/12/BDragonJungleKing-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170741,https://yugioh.fandom.com/wiki/B._Dragon_Jungle_King_(FMR)
572,Empress Judge,Monster,Warrior,"Uranus, Venus",6.0,2100.0,1700.0,https://static.wikia.nocookie.net/yugioh/images/a/ad/EmpressJudge-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170745,https://yugioh.fandom.com/wiki/Empress_Judge_(FMR)
573,Little D,Monster,Dinosaur,"Uranus, Mercury",3.0,1100.0,700.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Little_D_(FMR)
574,Witch of the Black Forest,Monster,Spellcaster,"Mercury, Pluto",4.0,1100.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Witch_of_the_Black_Forest_(FMR)
575,Ancient One of the Deep Forest,Monster,Beast,"Jupiter, Sun",6.0,1800.0,1900.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Ancient_One_of_the_Deep_Forest_(FMR)
576,Giant Scorpion of the Tundra,Monster,Insect,"Jupiter, Moon",3.0,1100.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Giant_Scorpion_of_the_Tundra_(FMR)
577,Crow Goblin,Monster,Winged Beast,"Saturn, Mars",5.0,1850.0,1600.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Crow_Goblin_(FMR)
578,Leo Wizard,Monster,Spellcaster,"Mercury, Neptune",5.0,1350.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Leo_Wizard_(FMR)
579,Abyss Flower,Monster,Plant,"Jupiter, Venus",2.0,750.0,400.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Abyss_Flower_(FMR)
580,Patrol Robo,Monster,Machine,"Moon, Uranus",3.0,1100.0,900.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Patrol_Robo_(FMR)
581,Takuhee,Monster,Winged Beast,"Saturn, Sun",4.0,1450.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Takuhee_(FMR)
582,Dark Witch,Monster,Fairy,"Sun, Neptune",5.0,1800.0,1700.0,https://static.wikia.nocookie.net/yugioh/images/9/99/DarkWitch-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170743,https://yugioh.fandom.com/wiki/Dark_Witch_(FMR)
583,Weather Report,Monster,Aqua,"Neptune, Mercury",4.0,950.0,1500.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Weather_Report_(FMR)
584,Binding Chain,Monster,Fairy,"Sun, Venus",3.0,1000.0,1100.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Binding_Chain_(FMR)
585,Mechanical Snail,Monster,Machine,"Moon, Neptune",3.0,800.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Mechanical_Snail_(FMR)
586,Greenkappa,Monster,Warrior,"Moon, Mercury",3.0,650.0,900.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Greenkappa_(FMR)
587,Mon Larvas,Monster,Beast,"Jupiter, Mercury",4.0,1300.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Mon_Larvas_(FMR)
588,Living Vase,Monster,Plant,"Jupiter, Uranus",3.0,900.0,1100.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Living_Vase_(FMR)
589,Tentacle Plant,Monster,Plant,"Jupiter, Pluto",2.0,500.0,600.0,https://static.wikia.nocookie.net/yugioh/images/9/9d/TentaclePlant-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20151019065106,https://yugioh.fandom.com/wiki/Tentacle_Plant_(FMR)
590,Beaked Snake,Monster,Reptile,"Neptune, Jupiter",3.0,800.0,900.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Beaked_Snake_(FMR)
591,Morphing Jar,Monster,Rock,"Uranus, Neptune",2.0,700.0,600.0,https://static.wikia.nocookie.net/yugioh/images/c/c6/MorphingJar-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133334,https://yugioh.fandom.com/wiki/Morphing_Jar_(FMR)
592,Muse-A,Monster,Fairy,"Sun, Mars",3.0,850.0,900.0,https://static.wikia.nocookie.net/yugioh/images/8/8f/MuseA-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170927,https://yugioh.fandom.com/wiki/Muse-A_(FMR)
593,Giant Turtle Who Feeds on Flames,Monster,Aqua,"Neptune, Mars",5.0,1400.0,1800.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Giant_Turtle_Who_Feeds_on_Flames_(FMR)
594,Rose Spectre of Dunn,Monster,Plant,"Moon, Jupiter",6.0,2000.0,1800.0,https://static.wikia.nocookie.net/yugioh/images/3/38/RoseSpectreofDunn-FMR-EN-VG.png/revision/latest?cb=20180621231549,https://yugioh.fandom.com/wiki/Rose_Spectre_of_Dunn_(FMR)
595,Fiend Refrection #1,Monster,Winged Beast,"Venus, Jupiter",4.0,1300.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/f/f8/FiendRefrection1-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170747,https://yugioh.fandom.com/wiki/Fiend_Refrection_1
596,Ghoul with an Appetite,Monster,Zombie,"Moon, Pluto",4.0,1600.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/5/59/GhoulwithanAppetite-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170749,https://yugioh.fandom.com/wiki/Ghoul_with_an_Appetite_(FMR)
597,Pale Beast,Monster,Beast,"Jupiter, Neptune",4.0,1500.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Pale_Beast_(FMR)
598,Little Chimera,Monster,Beast,"Saturn, Moon",2.0,600.0,550.0,https://static.wikia.nocookie.net/yugioh/images/c/c6/LittleChimera-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20180930174558,https://yugioh.fandom.com/wiki/Little_Chimera_(FMR)
599,Violent Rain,Monster,Aqua,"Neptune, Mercury",4.0,1550.0,800.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Violent_Rain_(FMR)
600,Key Mace #2,Monster,Fiend,"Mercury, Moon",4.0,1050.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/c/c4/KeyMace2-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170754,https://yugioh.fandom.com/wiki/Key_Mace_2_(FMR)
601,Tenderness,Monster,Fairy,"Sun, Jupiter",3.0,700.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/7/7b/Tenderness-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170934,https://yugioh.fandom.com/wiki/Tenderness_(FMR)
602,Penguin Soldier,Monster,Aqua,"Neptune, Mars",2.0,750.0,500.0,https://static.wikia.nocookie.net/yugioh/images/7/73/PenguinSoldier-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170929,https://yugioh.fandom.com/wiki/Penguin_Soldier_(FMR)
603,Fairy Dragon,Monster,Dragon,"Sun, Saturn",4.0,1100.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/f/ff/FairyDragon-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170746,https://yugioh.fandom.com/wiki/Fairy_Dragon_(FMR)
604,Obese Marmot of Nefariousness,Monster,Beast,"Moon, Mars",3.0,750.0,800.0,https://static.wikia.nocookie.net/yugioh/images/1/1c/ObeseMarmotofNefariousness-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170928,https://yugioh.fandom.com/wiki/Obese_Marmot_of_Nefariousness_(FMR)
605,Liquid Beast,Monster,Aqua,"Neptune, Saturn",3.0,950.0,800.0,https://static.wikia.nocookie.net/yugioh/images/0/05/LiquidBeast-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170925,https://yugioh.fandom.com/wiki/Liquid_Beast_(FMR)
606,Twin Long Rods #2,Monster,Aqua,"Neptune, Sun",3.0,850.0,700.0,https://static.wikia.nocookie.net/yugioh/images/1/19/TwinLongRods2-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170934,https://yugioh.fandom.com/wiki/Twin_Long_Rods_2_(FMR)
607,Great Bill,Monster,Beast,"Jupiter, Sun",4.0,1250.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/d/d8/GreatBill-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170749,https://yugioh.fandom.com/wiki/Great_Bill_(FMR)
608,Shining Friendship,Monster,Fairy,"Sun, Uranus",4.0,1300.0,1100.0,https://static.wikia.nocookie.net/yugioh/images/c/c8/ShiningFriendship-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170931,https://yugioh.fandom.com/wiki/Shining_Friendship_(FMR)
609,Bladefly,Monster,Insect,"Jupiter, Moon",2.0,600.0,700.0,https://static.wikia.nocookie.net/yugioh/images/1/19/Bladefly-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170741,https://yugioh.fandom.com/wiki/Bladefly_(FMR)
610,Electric Lizard,Monster,Thunder,"Pluto, Sun",3.0,850.0,800.0,https://static.wikia.nocookie.net/yugioh/images/2/2f/ElectricLizard-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170744,https://yugioh.fandom.com/wiki/Electric_Lizard_(FMR)
611,Hiro's Shadow Scout,Monster,Fiend,"Moon, Saturn",2.0,650.0,500.0,https://static.wikia.nocookie.net/yugioh/images/b/be/HirosShadowScout-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170750,https://yugioh.fandom.com/wiki/Hiro's_Shadow_Scout_(FMR)
612,Lady of Faith,Monster,Spellcaster,"Sun, Pluto",3.0,1100.0,800.0,https://static.wikia.nocookie.net/yugioh/images/2/23/LadyofFaith-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170924,https://yugioh.fandom.com/wiki/Lady_of_Faith_(FMR)
613,Twin-headed Thunder Dragon,Monster,Thunder,"Pluto, Moon",7.0,2800.0,2100.0,https://static.wikia.nocookie.net/yugioh/images/1/1e/TwinheadedThunderDragon-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203807,https://yugioh.fandom.com/wiki/Twin-headed_Thunder_Dragon_(FMR)
614,Hunter Spider,Monster,Insect,"Jupiter, Venus",5.0,1600.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/8/87/HunterSpider-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170752,https://yugioh.fandom.com/wiki/Hunter_Spider_(FMR)
615,Armored Starfish,Monster,Aqua,"Neptune, Moon",4.0,850.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/9/91/ArmoredStarfish-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170740,https://yugioh.fandom.com/wiki/Armored_Starfish_(FMR)
616,Hourglass of Courage,Monster,Fairy,"Sun, Neptune",4.0,1100.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/2/22/HourglassofCourage-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170751,https://yugioh.fandom.com/wiki/Hourglass_of_Courage_(FMR)
617,Marine Beast,Monster,Fish,"Neptune, Mercury",5.0,1700.0,1600.0,https://static.wikia.nocookie.net/yugioh/images/d/df/MarineBeast-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170926,https://yugioh.fandom.com/wiki/Marine_Beast_(FMR)
618,Warrior of Tradition,Monster,Warrior,"Mercury, Mars",6.0,1900.0,1700.0,https://static.wikia.nocookie.net/yugioh/images/c/cc/WarriorofTradition-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170935,https://yugioh.fandom.com/wiki/Warrior_of_Tradition_(FMR)
619,Rock Spirit,Monster,Spellcaster,"Uranus, Mars",5.0,1650.0,1900.0,https://static.wikia.nocookie.net/yugioh/images/a/a7/RockSpirit-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170930,https://yugioh.fandom.com/wiki/Rock_Spirit_(FMR)
620,Snakeyashi,Monster,Plant,"Jupiter, Mercury",4.0,1000.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/0/06/Snakeyashi-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170932,https://yugioh.fandom.com/wiki/Snakeyashi_(FMR)
621,Succubus Knight,Monster,Warrior,"Mercury, Jupiter",5.0,1650.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/9/95/SuccubusKnight-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170933,https://yugioh.fandom.com/wiki/Succubus_Knight_(FMR)
622,Ill Witch,Monster,Spellcaster,"Sun, Venus",5.0,1600.0,1500.0,https://static.wikia.nocookie.net/yugioh/images/7/76/IllWitch-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170753,https://yugioh.fandom.com/wiki/Ill_Witch_(FMR)
623,The Thing That Hides In the Mud,Monster,Rock,"Uranus, Jupiter",4.0,1200.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/d/da/TheThingThatHidesIntheMud-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224355,https://yugioh.fandom.com/wiki/The_Thing_That_Hides_In_the_Mud_(FMR)
624,High Tide Gyojin,Monster,Aqua,"Neptune, Mercury",4.0,1650.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/c/ca/HighTideGyojin-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224127,https://yugioh.fandom.com/wiki/High_Tide_Gyojin_(FMR)
625,Fairy of the Fountain,Monster,Aqua,"Neptune, Venus",4.0,1600.0,1100.0,https://static.wikia.nocookie.net/yugioh/images/e/e6/FairyoftheFountain-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224125,https://yugioh.fandom.com/wiki/Fairy_of_the_Fountain_(FMR)
626,Amazon of the Seas,Monster,Fish,"Neptune, Mars",4.0,1300.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/a/af/AmazonoftheSeas-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224120,https://yugioh.fandom.com/wiki/Amazon_of_the_Seas_(FMR)
627,Nekogal #2,Monster,Beast-Warrior,"Jupiter, Uranus",6.0,1900.0,2000.0,https://static.wikia.nocookie.net/yugioh/images/a/ac/Nekogal2-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224352,https://yugioh.fandom.com/wiki/Nekogal_2_(FMR)
628,Witch's Apprentice,Monster,Spellcaster,"Mercury, Saturn",2.0,550.0,500.0,https://static.wikia.nocookie.net/yugioh/images/5/54/WitchsApprentice-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224357,https://yugioh.fandom.com/wiki/Witch's_Apprentice_(FMR)
629,Armored Rat,Monster,Beast,"Jupiter, Pluto",3.0,950.0,1100.0,https://static.wikia.nocookie.net/yugioh/images/9/90/ArmoredRat-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224121,https://yugioh.fandom.com/wiki/Armored_Rat_(FMR)
630,Ancient Lizard Warrior,Monster,Reptile,"Neptune, Saturn",4.0,1400.0,1100.0,https://static.wikia.nocookie.net/yugioh/images/f/fe/AncientLizardWarrior-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224121,https://yugioh.fandom.com/wiki/Ancient_Lizard_Warrior_(FMR)
631,Maiden of the Moonlight,Monster,Spellcaster,"Moon, Venus",4.0,1500.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/5/55/MaidenoftheMoonlight-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224351,https://yugioh.fandom.com/wiki/Maiden_of_the_Moonlight_(FMR)
632,Stone Ogre Grotto,Monster,Rock,"Uranus, Sun",5.0,1600.0,1500.0,https://static.wikia.nocookie.net/yugioh/images/a/ae/StoneOgreGrotto-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224355,https://yugioh.fandom.com/wiki/Stone_Ogre_Grotto_(FMR)
633,Winged Egg of New Life,Monster,Fairy,"Sun, Mars",5.0,1400.0,1700.0,https://static.wikia.nocookie.net/yugioh/images/f/f6/WingedEggofNewLife-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224357,https://yugioh.fandom.com/wiki/Winged_Egg_of_New_Life_(FMR)
634,Night Lizard,Monster,Aqua,"Neptune, Jupiter",4.0,1150.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/0/0d/NightLizard-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224352,https://yugioh.fandom.com/wiki/Night_Lizard_(FMR)
635,Queen's Double,Monster,Warrior,"Uranus, Moon",1.0,350.0,300.0,https://static.wikia.nocookie.net/yugioh/images/8/84/QueensDouble-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224353,https://yugioh.fandom.com/wiki/Queen's_Double_(FMR)
